NIF,Razón social,Comunidad,Provincia,Localidad,Último año con cuentas,Tipos de cuentas,Sector Infocif,Estado
B06705016,AGROPECUARIA TENTUDIA SL,Extremadura,Badajoz,Calera de León,0,Individuales,"Agricultura, ganadería y pesca",-
B06535140,AGROPECUARIA TERRON CARRASCO SL,Extremadura,Badajoz,Badajoz,0,,Productos forestales,-
B06610463,AGROPECUARIA TIERRA DE BARROS SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agricultura, ganadería y pesca",-
A10011120,AGROPECUARIA TORNEROS SA,Extremadura,Cáceres,Robledollano,0,Individuales,,-
B06515233,AGROPECUARIA TORRE ALTA SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agricultura, ganadería y pesca",-
B06705958,AGROPECUARIA TRAVENZA SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,Productos alimenticios / Parafarmacia,-
B06354112,AGROPECUARIA VALDEARENALES SL,Extremadura,Badajoz,Badajoz,0,,,-
B10478493,AGROPECUARIA VALDEMES SL,Extremadura,Cáceres,Cáceres,0,Individuales,"Agricultura, ganadería y pesca",-
B10499861,AGROPECUARIA VALDEPASCUALA SL,Extremadura,Cáceres,Cáceres,0,Individuales,"Agricultura, ganadería y pesca",-
B78569118,AGROPECUARIA VALDESEQUERA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B10022648,AGROPECUARIA VALDIOS DE TORRES SL,Extremadura,Cáceres,Aliseda,2016,Individuales,,-
B10321610,AGROPECUARIA VALLE DEL ALAGON SL,Extremadura,Cáceres,Galisteo,0,,Inmobiliarias y similares,-
B06509863,AGROPECUARIA VALLE-MILANO SL,Extremadura,Badajoz,Fregenal de la Sierra,0,Individuales,"Agricultura, ganadería y pesca",-
B06402762,AGROPECUARIA VEGAS ALTAS SL,Extremadura,Badajoz,Mérida,0,Individuales,"Agricultura, ganadería y pesca",-
B06417760,AGROPECUARIA VERTICAL SL,Extremadura,Badajoz,Valdetorres,0,Individuales,"Agricultura, ganadería y pesca",-
B06554554,AGROPECUARIA VESAR SL,Extremadura,Badajoz,Montijo,0,Individuales,"Agricultura, ganadería y pesca",-
B10418895,AGROPECUARIA VIRGEN DEL MAR SL,Extremadura,Cáceres,Sierra de Fuentes,0,Individuales,Productos forestales,-
B06594196,AGROPECUARIA ZAMORANOS Y VALDELUCIA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Inmobiliarias y similares,-
B06692370,AGROPECUARIO Y FORESTAL HISPANO-LUSA SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agricultura, ganadería y pesca",-
B06476832,AGROPECURIA EL ENCINAR SL,Extremadura,Badajoz,Burguillos del Cerro,0,,"Agricultura, ganadería y pesca",-
B06258685,AGROPELA SL,Extremadura,Badajoz,Navalvillar de Pela,0,Individuales,,-
B10491371,AGROPELILLO SL,Extremadura,Cáceres,Jarandilla de la Vera,0,Individuales,"Agricultura, ganadería y pesca",-
B06296537,AGROPEXSA VETERINARIA SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B06364673,AGROPLAZA SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B10242220,AGROPOLLO SL,Extremadura,Cáceres,Cáceres,0,,,-
B06468409,AGROPROCONSER SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
A06051585,AGROPROMOCION SA,Extremadura,Badajoz,Badajoz,0,,,-
B06471221,AGROPROYECTOS EXTREMEÑOS SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06439293,AGROPUEBLONUEVO SL,Extremadura,Badajoz,Badajoz,0,,Automotor,-
B06747885,AGROQUATTRO ASESORIA AGRICOLA SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,"Agricultura, ganadería y pesca",-
B10251007,AGROQUIMICOS AVELINO SL,Extremadura,Cáceres,Cáceres,0,,,-
B10468247,AGROQUIMICOS CARLOS SL,Extremadura,Cáceres,Talayuela,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06253199,AGROQUIMICOS CEREZO SL,Extremadura,Badajoz,Talavera la Real,2019,Individuales,"Agricultura, ganadería y pesca",-
B06157309,AGROQUIMICOS FERNANDO CARRASCO SL,Extremadura,Badajoz,Badajoz,2019,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06757926,AGROQUIMICOS LA CHACONA SL,Extremadura,Badajoz,"Santos de Maimona, Los",0,Individuales,"Agricultura, ganadería y pesca",-
B06471957,AGROQUIMICOS LA CHOLAICA SL,Extremadura,Badajoz,Villafranca de los Barros,0,,Productos químicos y plásticos,-
B10130078,AGROQUIMICOS LUNA SL,Extremadura,Cáceres,Talayuela,2019,Individuales,"Agricultura, ganadería y pesca",-
B06672984,AGROQUIMICOS MENAYO SL,Extremadura,Badajoz,Montijo,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06239412,AGROQUIMICOS MENSAN SL,Extremadura,Badajoz,Montijo,0,Individuales,,-
B06261598,AGROQUIMICOS VALDELACALZADA SL,Extremadura,Badajoz,Valdelacalzada,0,,,-
B06551816,AGROQUIMICOS ZARCO SL,Extremadura,Badajoz,Badajoz,0,Individuales,Productos químicos y plásticos,-
B06728802,AGRORECOLECCIONES MORENO SL,Extremadura,Badajoz,Fuente del Maestre,0,Individuales,"Agricultura, ganadería y pesca",-
B10405363,AGROREPUESTOS EXTREMEÑOS SL,Extremadura,Cáceres,Malpartida de Cáceres,0,Individuales,Equipos industriales,-
B06563779,AGRORIEGO DE EXTREMADURA SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B06753073,AGRORIEGOS MONTERO BADAJOZ SL,Extremadura,Badajoz,Don Benito,0,,Productos químicos y plásticos,-
B10502805,AGRORIEGOS MONTERO CACERES SL,Extremadura,Cáceres,Talayuela,0,Individuales,Productos químicos y plásticos,-
B47455068,AGRORIEGOS MONTERO SL,Extremadura,Cáceres,Talayuela,2019,Individuales,Equipos industriales,-
B10425528,AGRORURAL LA CARRETONA SL,Extremadura,Cáceres,Cáceres,0,,"Agricultura, ganadería y pesca",-
B10322881,AGRORUSTICAS DE CACERES SL,Extremadura,Cáceres,Cáceres,0,,Inmobiliarias y similares,-
B06745343,AGROS INGENIERIA Y SERVICIOS AGRONOMICOS SL,Extremadura,Badajoz,Santa Amalia,0,,Consultoría empresarial y otros,-
B10217701,AGROSANMER SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06433288,AGROSECADU SL,Extremadura,Badajoz,Jerez de los Caballeros,0,,"Agricultura, ganadería y pesca",-
B06154793,AGROSEGON SL,Extremadura,Badajoz,Villanueva de la Serena,0,,,-
B10499663,AGROSERVICIOS AGROPECUARIOS SL,Extremadura,Cáceres,Navalmoral de la Mata,0,Individuales,"Agricultura, ganadería y pesca",-
B06345631,AGROSERVICIOS EXTREMEÑOS SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B06749980,AGROSERVICIOS SAN SERVAN SL,Extremadura,Badajoz,Arroyo de San Serván,0,,"Agricultura, ganadería y pesca",-
B06199681,AGROSEX SL,Extremadura,Badajoz,Valdelacalzada,0,Individuales,,-
B06352108,AGROSIBERIA SL,Extremadura,Badajoz,Villarta de los Montes,0,,"Agricultura, ganadería y pesca",-
B06602965,AGROSISTEMAS LA FUENTE SL,Extremadura,Badajoz,Don Benito,0,Individuales,"Agricultura, ganadería y pesca",-
A10043776,AGROSOGAN SA,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06703516,AGROSOL LA HERRADURA SL,Extremadura,Badajoz,"Garrovilla, La",0,,"Agricultura, ganadería y pesca",-
B10491082,AGROSOLNAYA SL,Extremadura,Cáceres,Cáceres,2019,Individuales,"Agricultura, ganadería y pesca",-
B06494470,AGROSUMINISTROS CAMPOS SL,Extremadura,Badajoz,Don Benito,0,Individuales,"Agricultura, ganadería y pesca",-
B10180776,AGROSUR EXPLOTACIONES SL,Extremadura,Badajoz,Don Benito,0,,,-
B06741755,AGROSUROESTE SL,Extremadura,Badajoz,Valdelacalzada,2019,Individuales,"Agricultura, ganadería y pesca",-
B10411130,AGROTABACO SL,Extremadura,Cáceres,Jarandilla de la Vera,2016,Individuales,,-
B06741524,AGROTACHON SL,Extremadura,Badajoz,Monterrubio de la Serena,0,Individuales,"Agricultura, ganadería y pesca",-
B10164069,AGROTALLERES BLANCO SL,Extremadura,Cáceres,Cabezuela del Valle,0,Individuales,,-
B06715593,AGROTALVAL SL,Extremadura,Badajoz,Navalvillar de Pela,0,,"Agricultura, ganadería y pesca",-
B06574917,AGROTECNIA GOMEZ OBREGON SL,Extremadura,Badajoz,Esparragalejo,0,,Consultoría empresarial y otros,-
B10013977,AGROTECNICA EXTREMEÑA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06740195,AGROTECNICA GRAGERA SL,Extremadura,Badajoz,Mérida,0,Individuales,"Agricultura, ganadería y pesca",-
B10485118,AGROTECNICAS DE MIAJADAS SL,Extremadura,Cáceres,Miajadas,0,Individuales,Construcción y Desarrollo,-
A10059947,AGROTECNICAS EXTREMEÑAS SA,Extremadura,Cáceres,Jaraíz de la Vera,0,Individuales,,-
B10221968,AGROTEL LOS TORREJONES SL,Extremadura,Cáceres,Cáceres,0,,,-
B10137990,AGROTELINSER SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06125926,AGROTENA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06722748,AGROTEX LOS BARROS SL,Extremadura,Badajoz,Torremejía,0,,Consultoría empresarial y otros,-
B06459473,AGROTIBA SL,Extremadura,Badajoz,Montijo,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10466852,AGROTIENDAS PIVI SL,Extremadura,Cáceres,Miajadas,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06722698,AGROTITANIUM SL,Extremadura,Badajoz,Badajoz,0,Individuales,Equipos industriales,-
B06314116,AGROTRACCION EXTREMEÑA SL,Extremadura,Badajoz,Badajoz,2019,Individuales,"Agricultura, ganadería y pesca",-
B10033934,AGROVACI SL,Extremadura,Cáceres,Trujillo,0,Individuales,,-
B10480127,AGROVACOVI SL,Extremadura,Cáceres,Campo Lugar,0,Individuales,"Agricultura, ganadería y pesca",-
B06494066,AGROVALLADARES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Bebidas y otros productos para el consumo,-
B10369254,AGROVERA FORESTAL SL,Extremadura,Cáceres,Talayuela,0,,Inmobiliarias y similares,-
B10242097,AGROVETERINARIA SLL,Extremadura,Cáceres,Cáceres,0,,,-
B06699037,AGROVIRIDE SL,Extremadura,Badajoz,Mérida,0,Individuales,"Agricultura, ganadería y pesca",-
B06496228,AGROZEO SL,Extremadura,Badajoz,Arroyo de San Serván,0,Individuales,Transporte terrestre,-
B06499651,AGROZUJAR SL,Extremadura,Badajoz,Guareña,0,Individuales,"Agricultura, ganadería y pesca",-
B06651186,AGRUBIENES 4 SL,Extremadura,Badajoz,Puebla de la Calzada,0,Individuales,Inmobiliarias y similares,-
B06644249,AGRUPA GESTORA SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B10391985,AGRUPACION 6 TOROS 6 SL,Extremadura,Cáceres,Cáceres,0,,Productos y actividades relacionados con ocio y cultura,-
A10029197,AGRUPACION AGRICULTORES SAN MARCOS SA,Extremadura,Cáceres,Miajadas,2019,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10244358,AGRUPACION CACEREÑA DE INDUSTRIALES DE LA CARNE SL,Extremadura,Cáceres,Cáceres,0,,,-
A10324937,AGRUPACION CACEREÑA DE INVERSIONES SA,Extremadura,Cáceres,Cáceres,0,,Inmobiliarias y similares,-
B10300648,AGRUPACION DE ALBAÑILES PLACENTINOS SL,Extremadura,Cáceres,Plasencia,0,,Construcción y Desarrollo,-
B06683007,AGRUPACION DE AUTOESCUELAS DE BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,Equipos y servicios comerciales,-
B06757157,AGRUPACION DE HOSTELEROS CAVIGU SL,Extremadura,Badajoz,Badajoz,0,Individuales,Alojamiento y casinos,-
B06377972,AGRUPACION DE INDUSTRIALES DE ACEITUNAS DE ALMENDRALEJO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06540512,AGRUPACION DE PRODUCTORES DE CERDO IBERICO EXTREMADURA SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B10453652,AGRUPACION DE SERVICIOS J FUENTES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Automotor,-
B06250088,AGRUPACION DE SERVICIOS SANTA ANA SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06642235,AGRUPACION HOSTELEROS BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,,Construcción y Desarrollo,-
B06611032,AGRUPACION INTEGRAL DE SERVICIOS TURISTICOS SL,Extremadura,Badajoz,Mérida,0,Individuales,Transporte terrestre,-
B10220473,AGRUPACION LOGISTICA DE TRANSPORTISTAS EXTREMEÑOS SL,Extremadura,Cáceres,Cáceres,0,,,-
A10051316,AGRUPACION NEGOCIOS HOSTELERIA ANHOSA SA,Extremadura,Cáceres,Cáceres,0,,,-
B06560080,AGRUPACION PACENSE DE FORMACION VIAL SL,Extremadura,Badajoz,Badajoz,0,Individuales,Otros / varios,-
B10009355,AGRUPACION PANADERA EL CISNE SL,Extremadura,Cáceres,Campo Lugar,0,Individuales,,-
B06129233,AGRUPACION PORTUGUESA ESPAÑOLA INMOBILIARIA SL,Extremadura,Badajoz,Badajoz,0,,,-
V06500920,AGRUPACION SOLAR LLERENA-BADAJOZ 1 AIE,Extremadura,Badajoz,Llerena,0,,,-
V06501282,AGRUPACION SOLAR LLERENA-BADAJOZ 2 AIE,Extremadura,Badajoz,Llerena,0,,,-
V10406718,AGRUPACION VALLE DEL HITO AIE,Extremadura,Cáceres,Cáceres,0,,"Agricultura, ganadería y pesca",-
B81720005,AGRUPI XXI SL,Extremadura,Badajoz,Don Benito,0,,Intermediarios financieros,-
B06528244,AGSM 2008 SL,Extremadura,Badajoz,Mérida,0,Individuales,Productos y actividades relacionados con ocio y cultura,-
A06205280,AGSUMINISTROS BALBOA SA,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06750152,AGUA COLON IMPORT SL,Extremadura,Badajoz,Don Benito,0,,Productos alimenticios / Parafarmacia,-
B10502508,AGUADULCE AGRICULTURA Y GANADERIA ECOLOGICA SL,Extremadura,Cáceres,Madrigalejo,0,Individuales,Utilities / Servicios de utilidad pública,-
B06327605,AGUAFRUEX SL,Extremadura,Badajoz,Badajoz,0,,,-
B06652747,AGUAS ABAJO 14 SL,Extremadura,Badajoz,Don Benito,0,,Construcción y Desarrollo,-
A06104251,AGUAS BLANQUILLAS SA,Extremadura,Badajoz,Badajoz,0,,,-
B06456677,AGUAS BORRAFOR SL,Extremadura,Badajoz,Badajoz,0,,Construcción y Desarrollo,-
B10230472,AGUAS CANAS 21 SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06725196,AGUAS CLARAS GESTION DE INVERSIONES SL,Extremadura,Badajoz,Zafra,0,Individuales,Intermediarios financieros,-
B06423891,AGUAS DE CERRO BLANCO SL,Extremadura,Badajoz,Hornachos,0,Individuales,Utilities / Servicios de utilidad pública,-
A06446371,AGUAS DE LA SIERRA DE GATA SA,Extremadura,Badajoz,Mérida,0,Individuales,Bebidas y otros productos para el consumo,-
B10410736,AGUAS DE PUERTO PINO SL,Extremadura,Cáceres,Valencia de Alcántara,0,,Utilities / Servicios de utilidad pública,-
B06191522,AGUAS DEL SUROESTE SL,Extremadura,Badajoz,Badajoz,2019,Individuales,Bebidas y otros productos para el consumo,-
B06379085,AGUAS GATA CONSULTORIA SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B06639520,AGUASOL DE EXTREMADURA SL,Extremadura,Badajoz,Don Benito,2016,Individuales,Construcción y Desarrollo,-
B06654271,AGUASRESIDUALES INFO SL,Extremadura,Badajoz,Oliva de la Frontera,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06149645,AGUCHIPS SL,Extremadura,Badajoz,Badajoz,0,,,-
B06121404,AGUECO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06342158,AGUSOL DE HERRERA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06362248,AGUSTIN DELGADO E HIJOS SL,Extremadura,Badajoz,Montijo,0,,,-
B06238679,AGUSTIN GUERRERO E HIJOS SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,,-
A06112528,AGUSTIN TEJEDA SA,Extremadura,Badajoz,San Vicente de Alcántara,0,Individuales,,-
B06256028,AGUSTIN VILAPLANA SL,Extremadura,Badajoz,Cabeza del Buey,0,Individuales,,-
B06449219,AGUSVAL GESTORA INMOBILIARIA SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06229512,AGUZA SL,Extremadura,Badajoz,Santa Marta,2015,Individuales,,-
B06159024,AHICA OBRAS Y SERVICIOS MEDIOAMBIENTALES SL,Extremadura,Cáceres,Cáceres,0,,,-
B06716732,AHIJONCILLO SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B10467744,AHILAR INGENIERIA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Construcción y Desarrollo,-
B85611994,AHORA BUSINESS CONSULTING SL,Extremadura,Cáceres,Cuacos de Yuste,0,Individuales,Transporte terrestre,-
B10479962,AHORA CONSULTORES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B10439107,AHORRO DE CONSUMO EUMAR SL,Extremadura,Badajoz,Medellín,2014,Individuales,Construcción y Desarrollo,-
B10428217,AHORRO SOLAR INSTALACIONES Y MANTENIMIENTO SL,Extremadura,Cáceres,Plasencia,0,,Equipos industriales,-
B06466015,AID ENTERPRISE SL,Extremadura,Badajoz,Villanueva de la Serena,0,,,-
B10499416,AINHOBRAS INVEX SL,Extremadura,Cáceres,Valdastillas,0,Individuales,Construcción y Desarrollo,-
B10468718,AIOSHOP SL,Extremadura,Cáceres,Moraleja,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06283089,AIR COOL DE CLIMATIZACION SL,Extremadura,Badajoz,Badajoz,0,,,-
B06592505,AIRCA INGENIERIA SL,Extremadura,Badajoz,Campanario,0,Individuales,Construcción y Desarrollo,-
B06575013,AIRCLIMA EXTREMADURA SL,Extremadura,Badajoz,Zafra,0,Individuales,Construcción y Desarrollo,-
B06740690,AIRCOLD THE MACHINES SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Productos electrónicos / eléctricos,-
B06069496,AIRE ACONDICIONADO EXTREMADURA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06618243,AIRE DE HOGAR MERIDA SL,Extremadura,Badajoz,Mérida,0,Individuales,Construcción y Desarrollo,-
B06515910,AIRE LIBRE OCIO TURISMO Y NATURALEZA SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,Utilities / Servicios de utilidad pública,-
B10435634,AIRES DE TOROS PRODUCCIONES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Productos electrónicos / eléctricos,-
B91758995,AIRMAGIC WORLD SL,Extremadura,Badajoz,Mérida,2019,Individuales,Consultoría empresarial y otros,-
B06399489,AIRMANIAS TECNICAS Y MANTENIMIENTOS SL,Extremadura,Badajoz,Montijo,0,,Productos electrónicos / eléctricos,-
B10487700,AIRPORT ACCESORIES SL,Extremadura,Cáceres,Jaraíz de la Vera,0,Individuales,Productos electrónicos / eléctricos,-
B06720296,AIRS OF INCENSE SL,Extremadura,Badajoz,Mérida,0,,Inmobiliarias y similares,-
B10246684,AIRTELEX EMPRESAS SL,Extremadura,Cáceres,Cáceres,0,,,-
B06733265,AIS TECNICAS MONESTERIO SL,Extremadura,Badajoz,Monesterio,0,Individuales,Construcción y Desarrollo,-
B06366082,AISA CONSTRUCCIONES CHANDAVILA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06744577,AISLA2 SL,Extremadura,Badajoz,Don Benito,0,,Construcción y Desarrollo,-
B06713002,AISLAMIENTOS CALAMONFER SL,Extremadura,Badajoz,Calamonte,0,Individuales,,-
B06433627,AISLAMIENTOS CALAMONTE SL,Extremadura,Badajoz,Calamonte,0,Individuales,,-
B06020572,AISLAMIENTOS DELGADO SL,Extremadura,Badajoz,Don Benito,0,Individuales,,-
B06350417,AISLAMIENTOS EXTREPOL SL,Extremadura,Badajoz,Badajoz,0,,,-
B10461440,AISLAMIENTOS GONZALEZ INTERIORISMO Y DECORACION SL,Extremadura,Cáceres,Plasencia,0,Individuales,Construcción y Desarrollo,-
B06509533,AISLAMIENTOS THERMAX SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06465033,AISLAMIENTOS TRAESCO SL,Extremadura,Badajoz,Mérida,0,,,-
B45062460,AISLAMIENTOS Y CUBIERTAS EXTREMEÑAS SL,Extremadura,Cáceres,Miajadas,0,Individuales,,-
A10057602,AISLAMIENTOS Y CUBIERTAS MONCAFT SA,Extremadura,Cáceres,Cáceres,0,,,-
B06609879,AISLAMIENTOS Y MANTENIMIENTOS EXTREMADURA SL,Extremadura,Badajoz,Mérida,2019,Individuales,Telecomunicaciones,-
B10460350,AISTALCACERES SL,Extremadura,Cáceres,Cáceres,0,,Equipamiento industrial en metal,-
B06338941,AISTERIN SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B10500833,AISUR VERIFICACION SL,Extremadura,Cáceres,Malpartida de Cáceres,0,Individuales,Equipos industriales,-
B06604508,AITEC ARQUITECTURA E INGENIERIA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06452254,AITEC CONSULTORES SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B10320679,AITOR CASTILLERO SL,Extremadura,Cáceres,Cañaveral,0,,Equipos industriales,-
B06548051,AITOR POOL VILLAFRANCA SL,Extremadura,Badajoz,Don Benito,0,,SERVICO DE COMIDA,-
B10380715,AIVIC OBRAS Y SERVICIOS EXTREMEÑOS SL,Extremadura,Cáceres,Plasencia,0,,Inmobiliarias y similares,-
B06687420,AIXLUAM GLOBAL SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B10423408,AJ CONTRATAS PLASENCIA SL,Extremadura,Cáceres,Plasencia,0,,Inmobiliarias y similares,-
B06222335,AJ Y FALCAR SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B10446771,AJ23 GLOBAL SL,Extremadura,Cáceres,Cáceres,0,Individuales,SERVICO DE COMIDA,-
B06216790,AJE CARPINTERIAS Y ESTRUCTURAS SL,Extremadura,Badajoz,Castuera,0,Individuales,,-
B06430953,AJIMEZ SERVICIOS INMOBILIARIOS SL,Extremadura,Badajoz,Mérida,0,,Inmobiliarias y similares,-
B06606339,AJJA PRODUCCIONES AUDIOVISUALES SL,Extremadura,Badajoz,Mérida,0,,Productos y actividades relacionados con ocio y cultura,-
B06609721,AJJE SPORT KARTING TEMPLARIOS SL,Extremadura,Badajoz,Jerez de los Caballeros,0,,SERVICO DE COMIDA,-
B06325997,AJO BLANCO SL,Extremadura,Badajoz,Badajoz,0,,,-
B06643167,AJOS CANALES SL,Extremadura,Badajoz,Cabeza del Buey,0,Individuales,Productos alimenticios / Parafarmacia,-
B06521447,AJOS FRANCISCO HERMOSO SL,Extremadura,Badajoz,Aceuchal,0,,"Agricultura, ganadería y pesca",-
B06715072,AJOS HNOS REBANALES SL,Extremadura,Badajoz,Aceuchal,0,Individuales,Productos alimenticios / Parafarmacia,-
B06521439,AJOS LA CAÑADA SL,Extremadura,Badajoz,Aceuchal,0,Individuales,Productos alimenticios / Parafarmacia,-
B06390157,AJOS LOS NIÑOS SL,Extremadura,Badajoz,Aceuchal,0,Individuales,Productos alimenticios / Parafarmacia,-
B06300693,AJOS MONTEJANO SL,Extremadura,Badajoz,Aceuchal,0,Individuales,,-
B06684401,AJOS PEDRO BAQUERO SL,Extremadura,Badajoz,Aceuchal,0,Individuales,Productos alimenticios / Parafarmacia,-
B06704068,AJOS REGOLETOS SL,Extremadura,Badajoz,Aceuchal,0,Individuales,Productos alimenticios / Parafarmacia,-
B06326748,AJOS RODRIGUEZ DIEZ SL,Extremadura,Badajoz,Badajoz,0,,,-
B06435895,AJUMAREX SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B06449623,AKENAR SUR SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
A06542112,AKWORLD WIDEBROS SA,Extremadura,Badajoz,Badajoz,0,,Muebles para el hogar / Equipar,-
B06287817,AL ANDALUS OBRAS Y ELECTRICIDAD SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B06540793,AL CORTE DELICATESSEN SL,Extremadura,Badajoz,Mérida,0,Individuales,Bebidas y otros productos para el consumo,-
B06503635,AL RICO CORDERO SL,Extremadura,Badajoz,Cabeza del Buey,0,,Productos alimenticios / Parafarmacia,-
B06261523,AL SUROESTE TEATRO SL,Extremadura,Badajoz,Badajoz,0,,,-
B10489912,AL&MAR ON-LINE SL,Extremadura,Cáceres,Cáceres,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10409381,AL-QZERES BROKER SL,Extremadura,Cáceres,Cáceres,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06688543,AL-SENERA CATERING SL,Extremadura,Badajoz,Mérida,0,Individuales,SERVICO DE COMIDA,-
B06610901,AL-SENERA OBRAS Y SERVICIOS SL,Extremadura,Badajoz,Mérida,2018,Individuales,Equipos industriales,-
B10221695,ALABASTROS VALLE DEL JERTE SL,Extremadura,Cáceres,Jerte,0,Individuales,,-
